video_id,comment_id,parent_id,author,like_count,published_at,updated_at,text
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLfwU6eo_a,Ugzg1WMck2wiulTxHA54AaABAg,@sdzxpa,87,2025-09-21T20:28:25Z,2025-09-21T20:28:25Z,love this dude ❤
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLfx_2w4MD,Ugzg1WMck2wiulTxHA54AaABAg,@HR91360,299,2025-09-21T20:28:34Z,2025-09-21T20:28:34Z,"He is a GREAT man. 
he is a HONEST man.
he is resting in heaven watching down over his son. 

and we all know how proud of asmon he is. 

Rest in peace sir."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLg2miACI7,Ugzg1WMck2wiulTxHA54AaABAg,@JohnDoe-ne1ni,148,2025-09-21T20:29:25Z,2025-09-21T20:29:25Z,"I'm so sorry Asmond brother, your father was a solid man from what I saw of him on the show."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLg5V-wN4H,Ugzg1WMck2wiulTxHA54AaABAg,@gomer9293,0,2025-09-21T20:29:47Z,2025-09-21T20:29:47Z,​@@reganpt1thankfully he knows how to ignore this trash
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLg5nOLwx3,Ugzg1WMck2wiulTxHA54AaABAg,@5050TM,0,2025-09-21T20:29:50Z,2025-09-21T20:29:50Z,"​@@reganpt1 They had a relationship where he could make fun of him. That's not disappointment. If you think it is, you're either young or soft or both."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLgEjQTvaC,Ugzg1WMck2wiulTxHA54AaABAg,@injurred195,129,2025-09-21T20:31:03Z,2025-09-21T20:31:03Z,Rest in peace Asmondad ❤
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLgTdUJCM0,Ugzg1WMck2wiulTxHA54AaABAg,@TheBlueB0mber,0,2025-09-21T20:33:05Z,2025-09-21T20:33:05Z,@@reganpt1 go back to your cave you troll.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLgW4AkswS,Ugzg1WMck2wiulTxHA54AaABAg,@digitaldruglord1815,189,2025-09-21T20:33:25Z,2025-09-21T20:33:25Z,​@@reganpt1 🥱/10 Ragebait
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLglOVEY7T,Ugzg1WMck2wiulTxHA54AaABAg,@iForerunners,32,2025-09-21T20:35:39Z,2025-09-21T20:35:39Z,"Watching one of your videos now, you're a good friend bro i can tell 👍"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLgvftkAkk,Ugzg1WMck2wiulTxHA54AaABAg,@Necrodoxious,0,2025-09-21T20:37:03Z,2025-09-21T20:42:25Z,"​​@@reganpt1 your parents must be incredibly proud of you. Running around in youtube comments to try and ridicule the death of his father.

Enjoy that miserable echo chamber you call a ""life"", lmao."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLgwOP2rcx,Ugzg1WMck2wiulTxHA54AaABAg,@dantheanimator5072,26,2025-09-21T20:37:09Z,2025-09-21T20:37:09Z,"What up, DECOY! 

I just watched your Plastic Captain Antifamerica video. Keep it brothers"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLgxPnmshe,Ugzg1WMck2wiulTxHA54AaABAg,@ShadowBanCentral,32,2025-09-21T20:37:17Z,2025-09-21T20:37:17Z,"​@@digitaldruglord1815 check the other comments they've left, they are truly delusional. if it's even a real person. 😂"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLh-oSXTJ6,Ugzg1WMck2wiulTxHA54AaABAg,@edwardranson2143,31,2025-09-21T20:37:45Z,2025-09-21T20:40:22Z,"Good sons go through the most trauma at the end. I went through a similar situation with my father at the end. It was my duty to watch him die alone in a room. Well played, gg.

It’s our time to become fathers soon man… it’s time. Craziest 5 years ever😮‍💨"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLh372OgNT,Ugzg1WMck2wiulTxHA54AaABAg,@arknark,10,2025-09-21T20:38:12Z,2025-09-21T20:38:12Z,amen brother
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhApRkx-y,Ugzg1WMck2wiulTxHA54AaABAg,@TdfJNR,14,2025-09-21T20:39:15Z,2025-09-21T20:39:15Z,Decoy doing gods work!
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhGB992vd,Ugzg1WMck2wiulTxHA54AaABAg,@CJwavie,2,2025-09-21T20:39:59Z,2025-09-21T20:39:59Z,Literal Decoy 😅
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhL_fNeHH,Ugzg1WMck2wiulTxHA54AaABAg,@Drunkgamer904,75,2025-09-21T20:40:43Z,2025-09-21T20:40:43Z,​@@reganpt1was it anything like how your two dads look at you?
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhTltsCur,Ugzg1WMck2wiulTxHA54AaABAg,@FrostyBud777,42,2025-09-21T20:41:51Z,2025-09-21T20:41:51Z,"LORD JESUS, PLEASE HEAL ASMONGOLD'S HEART AND REMOVE THE PAIN. LET ASMONGOLD'S FATHER BE WITH YOU FOREVER IN PARIDISE! MY GOOD FRIEND DIED OF PANCREATIC CANCER, I NEVER GOT TO SAY GOODBYE, I CRIED A LOT. I KNOW HE IS IN HEAVEN , I SAW AN EAGLE FLY OVER FIRST TIME IN MY LIFE IN THIS AREA WHEN I REMEMBER HIS LAST WORDS 'JUST HAVE FAITH JOHN"" .  I WAS DYING OF MOLD POISONING AT THE TIME AND ON MY DEATH BED AS WELL. GOD BLESS EACH OF YOU. LOVE IS MORE POWERFUL THAN DEATH. Love you all, You are loved, God loves you, don't give up or give in. It's ok to cry, to be REAL. It's ok to love even when it hurts."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhZs-14jn,Ugzg1WMck2wiulTxHA54AaABAg,@AugustFogg,7,2025-09-21T20:42:40Z,2025-09-21T20:42:40Z,"True. True. Condolences, Asmo sorry for your loss."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhaCcTKPf,Ugzg1WMck2wiulTxHA54AaABAg,@Adam-r2d3o,34,2025-09-21T20:42:51Z,2025-09-21T20:42:51Z,"​@@reganpt1 1/10 rage bait,
Try harder"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhlN-52Q3,Ugzg1WMck2wiulTxHA54AaABAg,@geekonometry,11,2025-09-21T20:44:23Z,2025-09-21T20:44:23Z,"Coming from you as top comment :) You really are the VOICE OF THE INTERNET. RIP gigadad. Asmon you the best bro, take your time, see you soon"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhldr-2or,Ugzg1WMck2wiulTxHA54AaABAg,@casualshotsallday,5,2025-09-21T20:44:25Z,2025-09-21T20:44:25Z,"@@64bitUnity not give a f***. RIP AsmonPa. Decoy got it right like the old man wanted to be called, a true fan!"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhlxwq_3y,Ugzg1WMck2wiulTxHA54AaABAg,@SenaFoxx,0,2025-09-21T20:44:28Z,2025-09-21T20:44:28Z,❤️😇
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhm2XwQmI,Ugzg1WMck2wiulTxHA54AaABAg,@N0Whiteguilt.0rgWestmenPive,0,2025-09-21T20:44:28Z,2025-09-21T20:44:28Z,😢
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhnNHbUsl,Ugzg1WMck2wiulTxHA54AaABAg,@dennist8290,0,2025-09-21T20:44:39Z,2025-09-21T20:44:39Z,​@@reganpt1how?
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhnxbKmcB,Ugzg1WMck2wiulTxHA54AaABAg,@IronMic-ee4kt,2,2025-09-21T20:44:44Z,2025-09-21T20:44:44Z,"Here he is, clout chasing as always. You've parasitized this channel for your own views enough, time to give it a break for awhile and stand on your own two feet brother"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhqF238iQ,Ugzg1WMck2wiulTxHA54AaABAg,@f.calamo6658,1,2025-09-21T20:45:03Z,2025-09-21T20:45:03Z,"Be proud of your good decisions, and never let the good memories and the Truth be tarnished by the bad things and falter of the world."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhu1XeYZW,Ugzg1WMck2wiulTxHA54AaABAg,@tiedie6790,4,2025-09-21T20:45:34Z,2025-09-21T20:45:34Z,"Wdym not give a fuck ""like him""?


Feels like you're being disrespectful af. But I'm not judging yet cuz I'm not sure what that means. Maybe ita metaphor that I'm not familiar with or just a scentence that I don't understand correctly.

Can any 1 explain what he meant by that cuz it feels disrespectful but I'm really just not sure like at all."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLhubeK8U8,Ugzg1WMck2wiulTxHA54AaABAg,@sminem6572,15,2025-09-21T20:45:38Z,2025-09-21T20:45:38Z,"@@reganpt1 He wasn't disappointed, he loved his son but he knew he was a product of his mother and there was nothing he could do. I know the community here worships his mom but there is no doubt she did not create a good environment for Zack to thrive in. I'm sure she loved him but she was suffering from mental issues and couldn't help herself let alone Zack. Against all odds he still succeeded and I'm sure his dad was proud of him overcoming the hardships, becoming the most watched political streamer, and becoming a millionaire."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLi4V888BR,Ugzg1WMck2wiulTxHA54AaABAg,@robertvacca1970,3,2025-09-21T20:47:08Z,2025-09-21T20:47:08Z,⁠@@64bitUnitynot giving a fuck
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLi4tN9PQd,Ugzg1WMck2wiulTxHA54AaABAg,@numbel-r8y,17,2025-09-21T20:47:11Z,2025-09-21T20:47:11Z,"@@reganpt1 Rage baiters these days dont even try, its so obvious lmao"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLi6eNKbca,Ugzg1WMck2wiulTxHA54AaABAg,@--...--...--...,5,2025-09-21T20:47:25Z,2025-09-21T20:47:25Z,"You're a good guy, too, Decoy - appreciate your content and the content of your character ❤"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLi93tiD_i,Ugzg1WMck2wiulTxHA54AaABAg,@The_Next_President_of_Cuba,0,2025-09-21T20:47:45Z,2025-09-21T20:47:45Z,Amen
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLiHRANGuE,Ugzg1WMck2wiulTxHA54AaABAg,@--...--...--...,5,2025-09-21T20:48:53Z,2025-09-21T20:48:53Z,"​@tiedie6790 Asmondad was a very easy going guy - thats what he meant; he didnt take life too seriously (quite ironic, considering)"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLiOdq5V7A,Ugzg1WMck2wiulTxHA54AaABAg,@tawnylyra6233,1,2025-09-21T20:49:53Z,2025-09-21T20:49:53Z,"""the turtle makes it to the water"" 🫡🤘"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLiTtgu7Yl,Ugzg1WMck2wiulTxHA54AaABAg,@kooz7553,0,2025-09-21T20:50:36Z,2025-09-21T20:50:36Z,"@@reganpt1lmao his dad was just so happy to be around his son and was so proud of his son, thanks for sharing with the world that you are useless to everyone."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLiaODciZO,Ugzg1WMck2wiulTxHA54AaABAg,@JackHoagan,9,2025-09-21T20:51:37Z,2025-09-21T20:51:37Z,​@@reganpt1We get it you were touched by Uncle when you were a kid no one cares😂
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLib7pEpDY,Ugzg1WMck2wiulTxHA54AaABAg,@Onewa,0,2025-09-21T20:51:43Z,2025-09-21T20:51:43Z,"@@Lero_Po 4.5/10. Got me a little upset for a second, ngl."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLid97aHIh,Ugzg1WMck2wiulTxHA54AaABAg,@jyggaswoop2774,11,2025-09-21T20:52:00Z,2025-09-21T20:52:00Z,"I hope its a wake up call for asmon. He needs to start living in a improved manner. Good haircut. Good hygeine. Clean house. Gets a girlfriend and then has a kid so he can be a father himself, because clearly his relationship with his parents are the only serious ones he's truly ever had, and he needs to be able to branch out."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLigLS7BiE,Ugzg1WMck2wiulTxHA54AaABAg,@jarvismane6700,1,2025-09-21T20:52:26Z,2025-09-21T20:52:26Z,This isn't the time to try to be funny.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLihsGXpaf,Ugzg1WMck2wiulTxHA54AaABAg,@tawnylyra6233,1,2025-09-21T20:52:38Z,2025-09-21T20:52:38Z,​@@Lero_Pobro I was thinking 3. I mean charisma is a nat 1.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLijfVtH5x,Ugzg1WMck2wiulTxHA54AaABAg,@jamesandrews8698,4,2025-09-21T20:52:53Z,2025-09-21T20:52:53Z,"So sorry asmon, your dad seemed like an awesome guy."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLiwZXy2GR,Ugzg1WMck2wiulTxHA54AaABAg,@tawnylyra6233,1,2025-09-21T20:54:39Z,2025-09-21T20:54:39Z,​@@iForerunnersI watch the Gus adventure last night while tying flies😂
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLizsdwBZ4,Ugzg1WMck2wiulTxHA54AaABAg,@jumbee9-wasd,0,2025-09-21T20:55:06Z,2025-09-21T20:55:06Z,"Here, here!"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLj1l_G5xV,Ugzg1WMck2wiulTxHA54AaABAg,@AngelWest58,0,2025-09-21T20:55:29Z,2025-09-21T20:55:29Z,🦆
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLj4YdIxvg,Ugzg1WMck2wiulTxHA54AaABAg,@I_like_big_bombs,0,2025-09-21T20:55:52Z,2025-09-21T20:55:52Z,​@@reganpt1you are pregnant man emoji.🫃🏾
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLj9Xsf5ux,Ugzg1WMck2wiulTxHA54AaABAg,@davep7589,1,2025-09-21T20:56:33Z,2025-09-21T20:56:33Z,"I appreciate your concise, light hearted approach to tragic status that is today's reality."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLjDMk_rOB,Ugzg1WMck2wiulTxHA54AaABAg,@hangryhamster3199,0,2025-09-21T20:57:05Z,2025-09-21T20:57:05Z,"Awesome dad, awesome son ❤"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLjYOk4VvF,Ugzg1WMck2wiulTxHA54AaABAg,@johns9652,0,2025-09-21T20:59:57Z,2025-09-21T20:59:57Z,"I feel you, man. So thankful to the universe or whatever my parents passed before Covid. They would have been petrified. My father was found on the kitchen floor; he just wanted some ice cream."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLjb8bZ-BP,Ugzg1WMck2wiulTxHA54AaABAg,@Carl-ds5nk,0,2025-09-21T21:00:28Z,2025-09-21T21:00:28Z,"Exactly. Asmonpa came from the generation that just didn't give a flying fuk about silly things like microaggressions and 50,000 genders. When you experience war, all that crazy shit that upper class spoiled kids obsess about doesn't even register on your radar, because it's bs."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLjjnDmA_T,Ugzg1WMck2wiulTxHA54AaABAg,@TheGismono,0,2025-09-21T21:01:38Z,2025-09-21T21:01:38Z,So say we all.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLjqGgIbN4,Ugzg1WMck2wiulTxHA54AaABAg,@Erbivore420,0,2025-09-21T21:02:31Z,2025-09-21T21:02:31Z,​@@reganpt1you should Charlie Kirk yourself
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLk10xUB6Y,Ugzg1WMck2wiulTxHA54AaABAg,@md_vandenberg,6,2025-09-21T21:04:08Z,2025-09-21T21:04:08Z,"@@reganpt1 I'm sure your dad is proud of you for uploading a 44-second-long video called ""Raiden vs Shao Kahn Fail"" 14 years ago."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLk1_t9Eql,Ugzg1WMck2wiulTxHA54AaABAg,@Fogettahboutit,5,2025-09-21T21:04:12Z,2025-09-21T21:04:12Z,​@@reganpt1Shame on you. Smh
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLk42Z9xvN,Ugzg1WMck2wiulTxHA54AaABAg,@ava-exe,0,2025-09-21T21:04:32Z,2025-09-21T21:04:32Z,He would also be a great dad
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLk44jAg_W,Ugzg1WMck2wiulTxHA54AaABAg,@Stolenitem,0,2025-09-21T21:04:33Z,2025-09-21T21:04:33Z,Your a good man for saying this 🙏❤️
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLkA1j-P1l,Ugzg1WMck2wiulTxHA54AaABAg,@ambientoblivion,1,2025-09-21T21:05:22Z,2025-09-21T21:05:22Z,A Decoy spotted in the wilds! Look at this chad.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLkDSiOSk4,Ugzg1WMck2wiulTxHA54AaABAg,@robertgarcia4189,0,2025-09-21T21:05:50Z,2025-09-21T21:05:50Z,"Yesss, ngaf indeed 😅"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLkGop9HjT,Ugzg1WMck2wiulTxHA54AaABAg,@greasy8394,1,2025-09-21T21:06:17Z,2025-09-21T21:06:17Z,Charlie Kirk fake death was a ritual to cover up the real blood sacrifice of Asmonpapa. Asmongold is now really AsmonGOLD for joining the elite secret society IllumiNAUGHTY
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLkLldnXRK,Ugzg1WMck2wiulTxHA54AaABAg,@robertevans9962,2,2025-09-21T21:06:58Z,2025-09-21T21:06:58Z,​@@reganpt1Are you really familiar with that look or something lol?
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLkcXm6MVC,Ugzg1WMck2wiulTxHA54AaABAg,@S_C_H_W_I_F_T_Y,0,2025-09-21T21:09:23Z,2025-09-21T21:09:23Z,Disrespectful punk. ​@@reganpt1
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLkh0VIPEh,Ugzg1WMck2wiulTxHA54AaABAg,@64bitUnity,0,2025-09-21T21:10:00Z,2025-09-21T21:10:00Z,"Anyone whos native language isn´t english, ngaf means not give a fuck"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLl-7lYxW2,Ugzg1WMck2wiulTxHA54AaABAg,@AlmostAngry,2,2025-09-21T21:12:37Z,2025-09-21T21:12:37Z,"@@reganpt1bros a multi millionaire, who cares"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLl6cOza-S,Ugzg1WMck2wiulTxHA54AaABAg,@Josh-xo7ik,0,2025-09-21T21:13:38Z,2025-09-21T21:13:38Z,"Just watched your newest video, then clicked on this one."
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLlNfoTwb5,Ugzg1WMck2wiulTxHA54AaABAg,@aj64gamer74,2,2025-09-21T21:15:58Z,2025-09-21T21:15:58Z,​@@reganpt1if you do try ragebaiting again atleast try doing it good this is just sad dude
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLlctLQeIw,Ugzg1WMck2wiulTxHA54AaABAg,@verone272,3,2025-09-21T21:18:10Z,2025-09-21T21:18:10Z,@reganpt1 wtf he was so fkg proud of his son
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLlhPUAsWY,Ugzg1WMck2wiulTxHA54AaABAg,@the.irish.immigrant,0,2025-09-21T21:18:47Z,2025-09-21T21:18:47Z,​@@Lero_Po I'd give it -4
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLm4Ic1wOg,Ugzg1WMck2wiulTxHA54AaABAg,@ghostsdragon9222,0,2025-09-21T21:22:03Z,2025-09-21T21:22:03Z,With the amount lately people who are not able to do it. I do say that is good thing strife for.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLm6nqAnfg,Ugzg1WMck2wiulTxHA54AaABAg,@andrewvice4065,0,2025-09-21T21:22:24Z,2025-09-21T21:22:24Z,​@@reganpt1someone's jealous their dad never came back from getting a pack of smokes
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLm7xOlq4R,Ugzg1WMck2wiulTxHA54AaABAg,@dylanbrooking5125,3,2025-09-21T21:22:33Z,2025-09-21T21:22:33Z,@@reganpt1 not true lol u must be projecting
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLmP3C6kN7,Ugzg1WMck2wiulTxHA54AaABAg,@TheMrNiceGuy223,3,2025-09-21T21:24:53Z,2025-09-21T21:24:53Z,@@reganpt1 Projecting your insecurities.
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLmcCBju5A,Ugzg1WMck2wiulTxHA54AaABAg,@davidwouldntyouliketoknow2166,1,2025-09-21T21:26:49Z,2025-09-21T21:26:49Z,Zak you could tell how much you loved your father and how close you were to the very end but that realization of knowing there is no way of fixing an issue and the burden that brings guilt and regret which for some like myself [son died unexpectantly] never goes away and is debilitating -- please reach out to the people in your life and help them if necessary before its too late because well ..
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLmkQ-kjpD,Ugzg1WMck2wiulTxHA54AaABAg,@jaredh2011,0,2025-09-21T21:27:56Z,2025-09-21T21:27:56Z,👍
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLmlR0AHvl,Ugzg1WMck2wiulTxHA54AaABAg,@jaredh2011,0,2025-09-21T21:28:05Z,2025-09-21T21:28:05Z,​@@reganpt1👍
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLmmQ2cS98,Ugzg1WMck2wiulTxHA54AaABAg,@memes4you658,1,2025-09-21T21:28:13Z,2025-09-21T21:28:13Z,"@@reganpt1 Your lucky this is anonymous, because you would not say that to his face"
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLmmVNJdPa,Ugzg1WMck2wiulTxHA54AaABAg,@definitelyauniquename6237,0,2025-09-21T21:28:13Z,2025-09-21T21:28:13Z,​@@reganpt1the rage bait is crazy
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLn2X0Agal,Ugzg1WMck2wiulTxHA54AaABAg,@SilhouwetZ34,1,2025-09-21T21:30:33Z,2025-09-21T21:30:33Z,Cheers! To ngaf and beyond!
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLnHUaxYI6,Ugzg1WMck2wiulTxHA54AaABAg,@shodan2002,0,2025-09-21T21:32:36Z,2025-09-21T21:32:36Z,@@reganpt1 he is richer than any of us though
wtP08etZmT8,Ugzg1WMck2wiulTxHA54AaABAg.ANLf86KNKaWANLnR-1z04H,Ugzg1WMck2wiulTxHA54AaABAg,@TulkasMight,1,2025-09-21T21:33:53Z,2025-09-21T21:33:53Z,​@reganpt1  L ragebait. The bait these days has lost its umph😔.
